"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.00188917125568614,0.284170197212402,0.499398162934165
"meanfwd",0.0107821889977735,0.777814941281984,0.141408918668767
"sex.L",0.00809541533121685,1.54137703496161,0.751842228431486
"s(scan_age)",1.00000000035968,0.100078024791783,0.751842228431486
"s(scan_age):datasetnki",1.00000000016224,0.00145128297346117,0.9696236490869
