"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.0752817972924933,16.1129770755464,0.00572838042138968
"meanfwd",0.0308286888590323,3.20245348669927,0.0166957184028965
"sex.L",0.0109016151766771,2.87533553695301,0.387144454494026
"s(scan_age)",1.00000000012778,2.27642581665387,0.387144454494026
"s(scan_age):datasetnki",2.40787373766071,4.53230650403486,0
