"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.109509642111948,25.519933355688,0.0356739237370511
"meanfwd",0.0222792697939499,2.48063016261888,0.0448386701012944
"sex.L",0.00825144570696357,2.39719186086546,0.387144454494026
"s(scan_age)",1.0000000051425,1.69386674433989,0.387144454494026
"s(scan_age):datasetnki",1.37790409516418,6.6383587842274,0.042
