"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.0514932475637713,10.3753443284591,4.45943799916624e-06
"meanfwd",0.0529370016286321,5.05820549544555,0.0572564375248088
"sex.L",0.00867585151499976,2.19366316552985,0.387144454494026
"s(scan_age)",1.00568489863339,3.53835616039567,0.387144454494026
"s(scan_age):datasetnki",1.79906823069167,6.56202800888421,0.04
