"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.00713111536648905,0.837977952939077,0.443719243163312
"meanfwd",-0.0172838513565093,-0.969265049763115,0.629575411901793
"sex.L",0.0032281989264248,0.482563426349541,0.380160951858606
"s(scan_age)",1.000000000302,3.11692231281022,0.380160951858606
"s(scan_age):datasetnki",1.55433347624459,2.02215118823071,0.133913360184954
