"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.0744691030204575,11.0809997168527,0.0770392637749623
"meanfwd",0.0292996324214859,2.07366997200819,0.132227682072283
"sex.L",0.0088664493740147,1.65134751164164,0.465772549209289
"s(scan_age)",1.00000155509058,1.11637883193922,0.465772549209289
"s(scan_age):datasetnki",1.00000000012632,10.5004279319975,0.036
