"","estimate/EDF","t/F","FDR-corrected p-value"
"dataset.L",0.0193880836655819,2.61249157004807,0.725661052222668
"meanfwd",0.0053928868277619,0.351061393615056,9.93515282673746e-05
"sex.L",0.0260041768575237,4.4056199121341,0.643616326727104
"s(scan_age)",1.41067113738875,1.016438537845,0.643616326727104
"s(scan_age):datasetnki",1.0000000787329,0.938223052213839,0.380698303007879
