Factor1,Factor2,id,age_in_months,timepoint,dataset
1.6812843600098766,-1.2609629498341162,sub-A00083745,120.0,bas1,nki
1.518566952164559,-0.9534057210483681,sub-A00083949,96.0,bas1,nki
-0.20868615293359485,-0.18132614138280181,sub-A00085298,108.0,bas1,nki
-0.6416961114835017,-0.6461349405671142,sub-A00086467,132.0,bas1,nki
0.1468323476394046,-0.08958239578268162,sub-A00018030,156.0,flu1,nki
0.1468323476394046,-0.08958239578268162,sub-A00027159,156.0,flu1,nki
0.6295060959380888,-0.2661128135686758,sub-A00027167,192.0,flu1,nki
0.7809190498613165,-0.3085335262896123,sub-A00027439,204.0,flu1,nki
0.7809190498613165,-0.3085335262896123,sub-A00031881,204.0,flu1,nki
0.6295060959380888,-0.2661128135686758,sub-A00033714,192.0,flu1,nki
0.4167865171188757,-1.1362827528111459,sub-A00035291,168.0,flu1,nki
0.03921685698194969,-0.8134065614240612,sub-A00035292,144.0,flu1,nki
0.6715184483677339,-0.9496679355374442,sub-A00035377,192.0,flu1,nki
0.8228450879952489,-1.0426040941582397,sub-A00035940,204.0,flu1,nki
0.3543887829610635,-0.8907078161838382,sub-A00035945,168.0,flu1,nki
-0.993085859214826,-0.7718174363417434,sub-A00039943,204.0,flu1,nki
0.7572145625657197,-0.8730772265982024,sub-A00040117,96.0,flu1,nki
-1.079080466958224,-0.5278346527605209,sub-A00040798,156.0,flu1,nki
-1.1735352064751856,-0.8349002703681742,sub-A00043740,192.0,flu1,nki
-0.7399078872760031,-0.6392939264156213,sub-A00051691,96.0,flu1,nki
-0.44724690341661527,-0.6238339451693883,sub-A00052069,132.0,flu1,nki
-0.6543597780802171,-0.08297483947657426,sub-A00052461,180.0,flu1,nki
3.6895887634061717,-1.242657145703282,sub-A00053171,120.0,flu1,nki
0.17110805704536447,-0.8697952940750766,sub-A00053203,144.0,flu1,nki
-0.45038762978286667,-1.1382712010126064,sub-A00053320,120.0,flu1,nki
-0.928343737747544,-0.19611265792179106,sub-A00053873,96.0,flu1,nki
-0.1673245728758163,-0.8780717902027249,sub-A00054206,180.0,flu1,nki
2.5545083489495632,-1.8327456368771535,sub-A00054581,144.0,flu1,nki
0.18035779083666637,-0.8582194908219886,sub-A00055076,132.0,flu1,nki
-0.9979989179012528,-0.10434393045519559,sub-A00055122,192.0,flu1,nki
-1.9476550454483577,0.19152812538806463,sub-A00055267,168.0,flu1,nki
-0.4379302220294518,-1.0286397963685485,sub-A00055462,192.0,flu1,nki
0.6010800302070824,-0.7684466312049173,sub-A00055612,108.0,flu1,nki
-0.26895281270357146,-1.172668616655059,sub-A00055624,144.0,flu1,nki
-0.5279090289986661,-0.3982178232647293,sub-A00055832,84.0,flu1,nki
-0.022418632078601702,-0.8355373919322554,sub-A00055908,132.0,flu1,nki
-1.1894885024072295,-0.9025160885170831,sub-A00055920,132.0,flu1,nki
1.4783441425440542,-0.8621891349356045,sub-A00056020,96.0,flu1,nki
0.6627847812649569,-1.1389140531710011,sub-A00056022,132.0,flu1,nki
-0.3161554511279776,-0.6117135027404159,sub-A00056138,192.0,flu1,nki
0.19420485729924478,-0.9425120562299274,sub-A00056198,120.0,flu1,nki
-0.3902217094165392,-0.869090475027346,sub-A00056295,168.0,flu1,nki
-0.7023755600684869,-0.5413371962660996,sub-A00056307,120.0,flu1,nki
-0.7851897701541031,-0.33484319367358506,sub-A00056420,120.0,flu1,nki
-1.1883045930221032,-0.56932983107979,sub-A00056605,192.0,flu1,nki
-0.6769483560680158,-0.7448795500679057,sub-A00056679,132.0,flu1,nki
0.10123898409989318,-0.927788020993038,sub-A00057076,96.0,flu1,nki
-1.1453094468965144,-0.12060520265224275,sub-A00057405,168.0,flu1,nki
0.3730050028162559,-0.8786188126377679,sub-A00057725,96.0,flu1,nki
-1.7873554877985978,-0.9046417929446967,sub-A00057809,108.0,flu1,nki
-1.0320954713324209,-0.8647503552888041,sub-A00057862,132.0,flu1,nki
-0.26354111139688474,-0.7811517879570641,sub-A00058004,108.0,flu1,nki
-0.8042546088314432,-0.3558757371068526,sub-A00058215,96.0,flu1,nki
-0.8113451939591266,-0.4853270776907083,sub-A00059325,156.0,flu1,nki
-0.5875077886492833,-0.8897631614722625,sub-A00059326,108.0,flu1,nki
-0.4884842405931426,-0.9543511129031234,sub-A00059327,156.0,flu1,nki
0.32133833945282,-0.8667811330010462,sub-A00059865,192.0,flu1,nki
-0.7209831279528974,-0.9062187670181328,sub-A00060099,156.0,flu1,nki
0.8339594755262144,-1.0027068425228276,sub-A00060100,144.0,flu1,nki
-0.897709995620282,-0.9398576086859564,sub-A00060384,156.0,flu1,nki
-0.5635357557036598,-0.5364024556978745,sub-A00060429,132.0,flu1,nki
2.3035181824278173,-1.2457466193157705,sub-A00060493,96.0,flu1,nki
-0.34932725433619166,-1.1452951647648921,sub-A00060503,168.0,flu1,nki
-1.1606685732124247,-0.4528305558921814,sub-A00060603,144.0,flu1,nki
0.47771687010646313,-1.1375561361153976,sub-A00060664,156.0,flu1,nki
-0.5929288343349407,-0.9146026404829355,sub-A00060846,168.0,flu1,nki
0.48812612866753313,-0.9997884123627324,sub-A00061413,120.0,flu1,nki
-0.7439810213411877,-1.0732598998712288,sub-A00061714,204.0,flu1,nki
-1.1048473031485462,-0.5147149404006689,sub-A00064418,144.0,flu1,nki
-0.48248688387907374,-0.3884248492932,sub-A00064503,156.0,flu1,nki
-0.8445062791779657,-0.6779182333726381,sub-A00064505,204.0,flu1,nki
1.9627632603940328,-0.8139252038192526,sub-A00064507,144.0,flu1,nki
-0.9980448119382483,-0.9861986862583553,sub-A00065250,132.0,flu1,nki
1.4889260241755597,-0.8345880426046779,sub-A00065792,96.0,flu1,nki
-0.7991174578758613,-0.8045590706381586,sub-A00065802,180.0,flu1,nki
0.999840488480632,-1.3040770230711187,sub-A00065975,204.0,flu1,nki
0.2509559851725809,-0.8840740555859814,sub-A00065978,192.0,flu1,nki
-0.41596942189436364,-1.1844083911417336,sub-A00065992,96.0,flu1,nki
-0.4236089584765673,-0.7041497664250215,sub-A00066314,168.0,flu1,nki
-0.5246011942249897,-1.0178197316159001,sub-A00066396,180.0,flu1,nki
-0.6635247217055442,-0.8589045056415698,sub-A00066572,180.0,flu1,nki
-0.2431756724726778,-0.2055068621020597,sub-A00066589,168.0,flu1,nki
0.14736129635812514,-0.5420669654667643,sub-A00066698,156.0,flu1,nki
-1.1070378626824953,-0.7891257123332395,sub-A00073303,144.0,flu1,nki
-0.9587131979669659,-0.6369019576401821,sub-A00074427,156.0,flu1,nki
1.0799373135387356,-0.7829047101932731,sub-A00074607,120.0,flu1,nki
0.277923903998508,-0.8823411752209817,sub-A00074952,132.0,flu1,nki
-0.7486365675468867,-0.7153714375653157,sub-A00075361,132.0,flu1,nki
-0.18059415582503963,-0.6780854785026257,sub-A00075729,144.0,flu1,nki
-1.0308369516599816,-0.0842988220165192,sub-A00075738,192.0,flu1,nki
-0.571797768087011,-0.9045172320673566,sub-A00076574,132.0,flu1,nki
0.2700610220786662,-1.246176316041082,sub-A00076595,180.0,flu1,nki
-1.1035287476957334,-1.3174210336101115,sub-A00076755,192.0,flu1,nki
-1.1039511471985746,-0.8183045652258631,sub-A00076759,168.0,flu1,nki
-0.565346212809801,-0.8849954506965999,sub-A00076941,132.0,flu1,nki
1.7980165470867822,-1.4784743368058875,sub-A00077203,204.0,flu1,nki
-0.055210225356438505,-1.064289501197474,sub-A00077412,108.0,flu1,nki
-0.8532841298334493,-0.7433332078504974,sub-A00077453,168.0,flu1,nki
-0.36031706994576107,-0.6142361105089359,sub-A00077574,156.0,flu1,nki
-1.511516780985579,-0.6582218136067275,sub-A00077668,168.0,flu1,nki
0.20203073982946906,-0.6202319916258182,sub-A00077753,132.0,flu1,nki
-0.9210922553684209,-0.9297231401880107,sub-A00079776,180.0,flu1,nki
-0.5756892169825408,-0.6422708494969925,sub-A00080327,120.0,flu1,nki
-1.2678356568627362,-0.4214463798827594,sub-A00081065,144.0,flu1,nki
-1.1239635561393309,-0.4457872999402549,sub-A00081126,132.0,flu1,nki
-0.8634079536764708,-0.6820172056590766,sub-A00081385,84.0,flu1,nki
-1.1138377934086534,0.05388923735961838,sub-A00081476,156.0,flu1,nki
-0.5400704176090811,-1.0237670314364669,sub-A00082217,120.0,flu1,nki
-0.9613786657232681,-0.13569045868763,sub-A00082987,192.0,flu1,nki
-0.6392518987653396,-0.8301958240790898,sub-A00083731,156.0,flu1,nki
0.09820539775839192,-0.8385799770638649,sub-A00083732,96.0,flu1,nki
-0.876778200757019,-0.8208392154343189,sub-A00083745,132.0,flu1,nki
-0.3191602769565478,-0.7892960891466417,sub-A00083949,108.0,flu1,nki
-0.9576239645580946,-0.7677653866644284,sub-A00083951,168.0,flu1,nki
-1.2143575841015222,-0.6185273305251167,sub-A00085298,120.0,flu1,nki
0.41028672258194054,-1.2352473244264883,sub-A00085795,180.0,flu1,nki
1.504981077875688,-0.991886959489333,sub-A00085942,96.0,flu1,nki
-1.0959690525695616,-0.7323304935599643,sub-A00035292,168.0,flu2,nki
-0.9244348815267407,-1.2683842115916557,sub-A00035561,168.0,flu2,nki
-0.39163268058299355,-1.075101824672962,sub-A00040117,108.0,flu2,nki
-0.26920728532785554,-1.3464050099816527,sub-A00040798,168.0,flu2,nki
-1.3096433466697635,-0.6677417998951779,sub-A00051691,108.0,flu2,nki
0.3004087776593325,-0.743159273722786,sub-A00052461,192.0,flu2,nki
0.3409259219526725,-1.121149933968472,sub-A00053320,132.0,flu2,nki
-0.9560260779776306,-0.5107905696002408,sub-A00053873,108.0,flu2,nki
-0.24505939371635024,-1.0283527037345486,sub-A00054206,204.0,flu2,nki
1.2164167199475646,-1.2699808348522772,sub-A00054581,156.0,flu2,nki
-1.529177286539045,-0.42220900532554484,sub-A00055262,144.0,flu2,nki
-2.2153172478438425,0.3828806707527518,sub-A00055267,192.0,flu2,nki
0.5799672467295902,-0.5179062275842881,sub-A00055612,132.0,flu2,nki
-1.0370491941715474,-1.1051221699298939,sub-A00055693,120.0,flu2,nki
-1.0006764595118793,-0.5943296643994658,sub-A00055728,144.0,flu2,nki
-0.35715612403234465,-0.031168440945451497,sub-A00055946,120.0,flu2,nki
-0.9715715750847985,-0.6275523849392796,sub-A00056307,132.0,flu2,nki
-1.5632417316172047,-0.3628414660057787,sub-A00056420,132.0,flu2,nki
-0.7976239753023624,-0.45695880140677236,sub-A00056605,204.0,flu2,nki
-0.6871319169771674,-0.6628146514126778,sub-A00056679,144.0,flu2,nki
-1.2694666015384644,-0.4306211232822897,sub-A00056746,120.0,flu2,nki
0.3406978477180218,-0.9639352726837264,sub-A00056830,132.0,flu2,nki
-0.8617423672076285,-0.4580245025101333,sub-A00057405,192.0,flu2,nki
-1.3240528123539637,-0.44600987052756214,sub-A00057480,156.0,flu2,nki
-0.30164975205091443,-0.6242171624870944,sub-A00057725,108.0,flu2,nki
0.7743424799421414,-1.1856627958399464,sub-A00057726,144.0,flu2,nki
-1.3394665527307585,-0.6480892038816883,sub-A00057809,132.0,flu2,nki
-1.668378238304862,-0.7944781828829615,sub-A00057862,156.0,flu2,nki
-0.2952569171993529,-0.9053215705149298,sub-A00058004,120.0,flu2,nki
-1.7289345258561337,-0.674865790019889,sub-A00058215,108.0,flu2,nki
0.1168667869723227,-0.9057401440394081,sub-A00058229,204.0,flu2,nki
0.7901280766468012,-0.9991408487171414,sub-A00058537,204.0,flu2,nki
-0.5615893518095053,-0.9688821807000432,sub-A00059326,132.0,flu2,nki
-1.2382296062964047,-0.7621588709475213,sub-A00059327,168.0,flu2,nki
0.8741994235603979,-1.0613313827017172,sub-A00059865,204.0,flu2,nki
-0.4002407061657034,-1.037561658923801,sub-A00060099,168.0,flu2,nki
-0.12779464606098404,-0.5267055618786416,sub-A00060100,156.0,flu2,nki
1.3498677826304277,-1.1000957072845108,sub-A00060493,108.0,flu2,nki
-0.20579847297437728,-1.2202700692570219,sub-A00060503,180.0,flu2,nki
-0.7867030048374666,-1.2938307871019805,sub-A00060664,168.0,flu2,nki
-1.1966521858416135,-0.059002221204542064,sub-A00060846,180.0,flu2,nki
-1.2534354918982737,-0.48034637735991853,sub-A00064418,156.0,flu2,nki
-0.6917887445985514,-0.3242219656146343,sub-A00064503,168.0,flu2,nki
0.9055544607730235,-0.7271137253044986,sub-A00064507,156.0,flu2,nki
-0.8539950169843991,-0.5756937799977103,sub-A00064596,168.0,flu2,nki
0.1597365201321866,-0.7197948672398866,sub-A00065185,96.0,flu2,nki
-0.8516030408604874,-0.972384114681869,sub-A00065802,192.0,flu2,nki
-1.1504965809894636,-0.6019838302082678,sub-A00066396,192.0,flu2,nki
-0.9253424740945172,-0.6683597473707298,sub-A00066534,108.0,flu2,nki
-0.9753117557636425,-0.42627530482714127,sub-A00066572,192.0,flu2,nki
-1.368979881381895,-0.09228279778186915,sub-A00066589,180.0,flu2,nki
-0.7166384553852388,-0.9903201735216439,sub-A00066860,108.0,flu2,nki
-0.8586293788262838,-0.6370395595894782,sub-A00074034,144.0,flu2,nki
-1.0668044499679454,-0.5113901683352122,sub-A00074427,168.0,flu2,nki
-0.628387237949685,-1.12553071819878,sub-A00074952,132.0,flu2,nki
-0.6830370799154165,-0.8507285319455004,sub-A00076574,144.0,flu2,nki
-0.7008654185255361,-0.6056985275096861,sub-A00076755,204.0,flu2,nki
-0.9855916582649887,-0.8641405717068473,sub-A00076759,180.0,flu2,nki
-0.9201356961557612,-0.7941298748983588,sub-A00077453,180.0,flu2,nki
-1.0745742427811809,-0.8620194373533185,sub-A00077668,180.0,flu2,nki
-0.7781246223766592,-0.27090765445219794,sub-A00077753,144.0,flu2,nki
-0.9585194957175988,-0.5942047024290167,sub-A00081065,156.0,flu2,nki
1.918380918487915,-0.7969985796948488,sub-A00081385,96.0,flu2,nki
-0.4252624829646598,1.3221693431390942,44,125.0,baseline,calm
-0.701792112960741,0.9566524136283924,10,103.0,baseline,calm
-0.2299650142918855,0.45395399671649855,11,134.0,baseline,calm
0.08086552299100638,1.6555035956680866,51,163.0,baseline,calm
0.30410384374035104,1.2613584629133725,86,178.0,baseline,calm
-0.5407712054702926,0.7123405392757091,12,112.0,baseline,calm
-0.39288471757969845,1.1426194450228122,14,123.0,baseline,calm
-0.6348449710487067,0.3519457723084272,16,102.0,baseline,calm
-0.3442715724730807,1.4288763929351511,17,129.0,baseline,calm
-0.15572045684051908,1.0249293329735298,63,139.0,baseline,calm
-0.4033303990388255,0.48715195048032334,37,121.0,baseline,calm
-0.32545198929313957,0.4357414424674066,21,122.0,baseline,calm
-0.16349088854820606,1.8767675756386237,28,150.0,baseline,calm
-0.5357529723899671,0.4537265151366971,49,111.0,baseline,calm
-0.14701863179638727,2.801554911991339,29,157.0,baseline,calm
-0.09627005833856837,0.21563066107193393,35,136.0,baseline,calm
-0.5558904741754401,0.9228699125780558,66,111.0,baseline,calm
1.0827308219445966,0.8804988442623235,111,114.0,baseline,calm
