"","estimate/edf","t/F","FDR-corrected p"
"sexM",-0.000684952377920274,-3.00834859213804,0.0170670459512961
"meanfwd",0.00064831289681721,2.19296265439266,0.0761881421834956
"dataset.L",-0.00499806520483083,-24.0050005943342,2.1527504205554e-98
"s(scan_age)",1.00000000027515,0.0237924725739368,0.877450000846465
"s(scan_age):datasetnki",1.00000000015796,4.10203864507878,0
