"","estimate/edf","t/F","FDR-corrected p"
"sexM",-0.000126090765313844,-1.44149280981943,0.149800709757156
"meanfwd",-1.5617603512721e-05,-0.137506595288325,0.89066178659448
"dataset.L",-0.00353255024219406,-44.8567877029889,3.99505374799956e-229
"s(scan_age)",1.00000000020663,0.168294256960952,0.877450000846465
"s(scan_age):datasetnki",1.64853458009995,1.09981405873025,0.0148571428571429
