"","estimate/edf","t/F","FDR-corrected p"
"sexM",0.000178709961797454,1.96480976979106,0.071072208409146
"meanfwd",0.000207226066777258,1.68748926015099,0.12670855466927
"dataset.L",-0.00214122223069129,-20.8838754964066,1.60411050746339e-78
"s(scan_age)",2.05633249344828,27.1475430604257,0
"s(scan_age):datasetnki",1.00000000009661,0.0279645386265433,0.912874886643201
