"","estimate/edf","t/F","FDR-corrected p"
"sexM",-0.000201159607315087,-2.08863951027842,0.0569644785106352
"meanfwd",0.000773338593901908,5.97504636460464,8.89872332480662e-09
"dataset.L",-0.0035363493279347,-34.4264466820545,1.3064190597705e-164
"s(scan_age)",1.56129287995583,24.1609059849385,0
"s(scan_age):datasetnki",1.00000000012439,0.0514529783058237,0.887142739374445
