"","estimate/edf","t/F","FDR-corrected p"
"sexM",0.000309126013621072,3.07549211382307,0.00393903699486139
"meanfwd",-0.000499011325887327,-3.68357029189562,0.000542272061699413
"dataset.L",-0.00306480640696439,-27.3411847941148,4.05484695852761e-119
"s(scan_age)",1.66819079139858,5.12205990986124,0.0569644785106352
"s(scan_age):datasetnki",1.00000000217497,2.78073792567685,0.127679829464189
