,Local.Modularity,Clustering.Coef,Participation.Coef,Within.Module.Z.Degree,Mean.Manifold.Eccentricity
0,3.2113636363636364,0.18631641458294945,0.4808088497749722,-0.8113392631399136,0.05526414404886039
1,3.1863636363636365,0.2805749147933806,0.3104121750983321,0.6036393690747741,0.06772347372814627
2,3.084090909090909,0.24538449536278545,0.5970138730404618,-0.6708351229182563,0.057854287360967205
3,3.272727272727273,0.134047515697104,0.18057314100899086,-0.6553434434327842,0.05387568780166247
4,3.2045454545454546,0.19787542946412057,0.12458520120683744,0.5578256839137822,0.06256849539745281
5,3.25,0.12440852139568068,0.6783711258483421,-1.8549183865923355,0.042961719771061495
6,3.2613636363636362,0.21577443275608016,0.12477337049308043,0.7037670810780237,0.0663200110801289
7,3.15,0.2504355914921513,0.6843410686905714,-1.203360643053903,0.05550079486033557
8,3.2409090909090907,0.19244339718386855,0.11508662112658312,0.7393737110648176,0.06330008543304132
9,3.2636363636363637,0.23106033221320404,0.2734973735480801,0.4094073679903269,0.06422622217329782
10,3.1363636363636362,0.2574514661190412,0.38693661729794854,0.3375183819181493,0.061201793076279515
11,3.2795454545454548,0.1603562263571408,0.47074897675930816,-0.9838748069885453,0.05205667850450842
12,3.2613636363636362,0.28176650827922456,0.2612816326867512,1.1680934281042288,0.06960291623028175
13,3.2204545454545452,0.2979871080666102,0.42676257901134707,0.5772089432675891,0.06559746315655032
14,3.4295454545454547,0.10532062836090138,0.6903106958773698,-1.3863005233755343,0.043193597362319334
15,3.4863636363636363,0.19864423381690233,0.7016522175641469,-1.0035487266404424,0.05357145301754502
16,3.6772727272727272,0.28657322882476566,0.519043698496385,0.43836278959357333,0.051106846870318794
17,3.7704545454545455,0.247789483237107,0.6310815131049204,-0.32789437129780674,0.049021415619359
18,3.6704545454545454,0.1573405216846536,0.5905545231968352,-0.807963085018915,0.04399013431050445
19,3.715909090909091,0.30652612183086214,0.6193875075434687,0.27004002858597476,0.056034616340887536
20,3.893181818181818,0.3233805065827913,0.6194780951020126,0.6248618191529088,0.05556443009586271
21,4.252272727272727,0.24570436753207503,0.7092972454544499,-0.7179975743590313,0.047618823221029706
22,3.713636363636364,0.2827288007120806,0.5963058859604987,0.2181224697490735,0.0599911738534797
23,3.772727272727273,0.2816283729066356,0.45626343914582784,0.9298167798824933,0.05712926269598171
24,3.668181818181818,0.25511205247937524,0.6641694776166431,-0.8449779000219297,0.05054221187048932
25,3.9068181818181817,0.34832493795902414,0.43713340872216755,2.167658029086195,0.056935980348585345
26,3.831818181818182,0.22286098924102105,0.539133383094994,-0.0598253111072196,0.04775823473591092
27,4.111363636363636,0.2553061641053314,0.6539279868687049,-0.20524239338321282,0.04146247356477401
28,4.127272727272727,0.2703170672865079,0.6403091986860503,0.43213835229530695,0.05215743073891384
29,4.025,0.14307082182291445,0.4415050068374975,-0.309128702542653,0.03891342880834344
30,3.1227272727272726,0.23124691663837144,0.6996806289111075,-1.1548540906156388,0.05641118379601174
31,3.065909090909091,0.24383911789727802,0.7058976400303026,-1.120579239970931,0.058400752281248476
32,3.1113636363636363,0.20476980257668628,0.7371678861701982,0.5401302096336067,0.04344339957613006
33,3.6636363636363636,0.24905748102858327,0.6348797565194781,-0.7930473470436923,0.05722415147789199
34,3.672727272727273,0.21357978804327457,0.6261582164383165,-0.489841727988151,0.053072009215927744
35,3.5522727272727272,0.19712419551928145,0.6868794120347027,0.2565602508676893,0.04640319732666906
36,3.1045454545454545,0.22302846614425575,0.7125483584408396,1.427711798017526,0.04727141872034004
37,3.3863636363636362,0.1840824161408294,0.6877668691034148,0.9951999517674157,0.0400228351540814
38,3.484090909090909,0.17329592592792173,0.7603880689776704,-0.17548438945963288,0.050170685132591146
39,3.727272727272727,0.21327489499762822,0.7039987737462423,0.2217832245190594,0.04773543701852332
40,3.940909090909091,0.2685070039441546,0.686825556945222,0.0013343683366115607,0.04699298483473258
41,4.1068181818181815,0.2599346284616692,0.7519910151301292,-0.18755334592499776,0.04198106677158195
42,3.9477272727272728,0.235731102432852,0.7548595938307929,-1.0500731853147969,0.044645203025889736
43,3.477272727272727,0.2064549532888214,0.6986048334281079,-0.04530353927870962,0.055812470748949315
44,3.631818181818182,0.26294296893092894,0.6401950218084291,0.5422060440627834,0.05612729728313706
45,3.5863636363636364,0.20415639732396468,0.7715529202410107,0.33382817212014504,0.04958032168845305
46,3.825,0.29056124250377185,0.6969441608350507,0.10529374238422691,0.04161809412140845
47,4.05,0.20851102601229982,0.5704338505302153,0.4192165114045924,0.055298880878577525
48,3.8863636363636362,0.22879224316161587,0.7060447594243432,0.6674556826487754,0.039248225282560945
49,3.9045454545454548,0.2444849091171811,0.7626753142189033,0.6471117648826148,0.04276605482589263
50,4.168181818181818,0.21332434414267587,0.5282740745588522,-1.3840531290650357,0.05870471256447649
51,4.372727272727273,0.23835648077896343,0.6963836182527594,1.0269087390609852,0.04357522823583441
52,4.175,0.2581881100786769,0.7427078051069682,-0.33862341073315877,0.057228884053778246
53,4.213636363636364,0.21440125224557285,0.7024500230085959,0.9550441565625915,0.03642497285583658
54,4.002272727272727,0.14500537773640107,0.6879022686006954,0.7773552336057816,0.06116295398622299
55,4.095454545454546,0.18080229601816794,0.5843742066732606,0.9151067723204979,0.05961935469543433
56,3.1295454545454544,0.0829505487463822,0.6246770628893009,-0.23949958184621145,0.03813604901519315
57,3.1045454545454545,0.16642492397044745,0.7563504966521108,-0.4401185925395074,0.050319917886613615
58,3.284090909090909,0.05186854497062309,0.6344338443928401,-0.9647084122289323,0.028751897088011402
59,3.463636363636364,0.049546937638956005,0.670921348637552,-1.721430652139669,0.028937162259336836
60,3.5022727272727274,0.23942630707896698,0.7641986095906749,-0.2924240956688925,0.04937982227381779
61,3.293181818181818,0.23891121172044782,0.6750088992431582,-0.34606851445002657,0.042612740676308714
62,3.6227272727272726,0.24193665665956934,0.701087637932822,-0.41272198995811676,0.053929290536441486
63,3.1522727272727273,0.22352245523103045,0.6715291924381179,-1.2351327016642497,0.05732416714634567
64,3.9909090909090907,0.13691681041442888,0.6161442576672103,-0.8261823661455848,0.06209873980042542
65,4.136363636363637,0.18980541053915756,0.6182279320083602,0.8596642327049787,0.06515930828590029
66,4.088636363636364,0.16543210580708845,0.6326683752038855,0.26934882254346904,0.05948900514816304
67,4.115909090909091,0.19736351179917985,0.6520552481680603,1.0673793020996971,0.06015378168547879
68,4.075,0.23491026287531297,0.7281652956652038,0.6180518389636093,0.05011966879464996
69,3.9477272727272728,0.243441181336902,0.7585459273646481,-0.20025751110039872,0.04547804008326627
70,3.3068181818181817,0.23781575643329433,0.6655580705298144,-0.9609903809561774,0.05688349388207313
71,4.0181818181818185,0.2946110544598255,0.7236027276394865,-0.8522340826948125,0.05511525484292424
72,4.454545454545454,0.18570283203036753,0.6757505212961347,-0.8564482536381083,0.038589648607136
73,3.2704545454545455,0.14282697767079205,0.6875807463746131,-0.18496959982420924,0.04765790993778095
74,3.1636363636363636,0.17611227424858575,0.6940343213060945,-0.07061458684506008,0.05351624009703145
75,3.272727272727273,0.14996590643806473,0.6687968048667566,0.14782700860918085,0.05238967648861046
76,3.209090909090909,0.21648480373639595,0.6326691436986117,0.9846666414287383,0.06084596158384468
77,3.2613636363636362,0.24617474515333546,0.6857707533167915,1.1364436560178888,0.06438971432105337
78,3.2,0.20111142941251056,0.6727849996196382,0.4565041109935908,0.05424227412306539
79,3.075,0.2208899917926884,0.6932820658467506,-1.4826334097153333,0.044204804696708226
80,3.2704545454545455,0.19783675217441116,0.7086783943704223,-0.017003628257249027,0.05422438428578437
81,3.227272727272727,0.270602011220685,0.7381518293090344,0.07465754350187243,0.04943756956159318
82,4.0590909090909095,0.2021967560430979,0.7295321762282848,-0.03657347754409468,0.06658773255559582
83,4.334090909090909,0.150577638328965,0.5631595717306791,0.1835917860956783,0.04439582572581028
84,4.077272727272727,0.1530306581149758,0.6660731952650295,-0.13837347142580492,0.06043151757122469
85,4.072727272727272,0.2327685120388997,0.6496205456820737,0.4462799721005631,0.06329871686964782
86,4.072727272727272,0.30459635236143684,0.7239397680409372,-0.1962979544697341,0.05902081501890506
87,4.320454545454545,0.1870885355516738,0.4521193196476768,1.1667111006977808,0.046011144854423335
88,4.081818181818182,0.22062775150959738,0.399935352854721,2.0760252199296434,0.05465932205031705
89,4.377272727272727,0.2407631424591421,0.5316995879911106,1.9313462550329172,0.046617929426331396
90,4.140909090909091,0.20597980388611623,0.5127548621705078,1.4082804466063044,0.051415192403299156
91,4.290909090909091,0.15114917209866857,0.5189593021399113,0.44355807753652077,0.03993041167936078
