,Local.Modularity,Clustering.Coef,Participation.Coef,Within.Module.Z.Degree,Participant.Manifold.Eccentricity,Global.Modularity,Transitivity,Char.Path.Length,Timepoint,subid
151,3.185,0.4188439741258827,0.528930140926706,-1.4654943925052067e-16,0.10716960317039413,0.4644433768111855,0.4188439741258831,0.09825117492028312,baseline,sub-294
152,2.495,0.32014532999731166,0.5415639015028667,1.7402745910999328e-16,0.1109303706729878,0.4426211686169538,0.32014532999731166,0.07956836840601239,baseline,sub-296
153,2.695,0.3319505596563739,0.5649814968724717,-3.3306690738754695e-17,0.11505760968844247,0.4488146964796571,0.3319505596563737,0.0799836380822403,baseline,sub-297
154,2.425,0.5257117447132618,0.5653753718625147,4.746203430272544e-17,0.10656305396610379,0.4293880204012931,0.5257117447132613,0.1530938994227171,baseline,sub-302
155,1.855,0.3692530620476151,0.6294164306080177,5.495603971894525e-17,0.09968573916982755,0.3977056414801181,0.36925306204761504,0.11396487950148425,baseline,sub-305
156,3.25,0.506008627571063,0.5057031870216311,2.5673907444456745e-16,0.11397472523137286,0.5068620423421545,0.5060086275710631,0.11816979585270253,baseline,sub-307
157,2.07,0.4222215576691426,0.5355951743864862,6.161737786669619e-17,0.11485819827209084,0.47441959315982885,0.4222215576691428,0.10878861272683009,baseline,sub-308
158,2.33,0.3711152588414822,0.617933025778705,1.5903944827755369e-16,0.0979505413728025,0.416882450249912,0.3711152588414824,0.10237374365323265,baseline,sub-309
159,2.61,0.3545557561266236,0.4724641877738999,9.992007221626408e-18,0.11846174515614118,0.5320319644043869,0.35455575612662354,0.07810519390765802,baseline,sub-312
160,2.195,0.3969250453586507,0.5858012570104776,-1.4405143744511407e-16,0.09966234938128349,0.4333074034585939,0.39692504535865075,0.11142482074579972,baseline,sub-313
161,2.815,0.475876899809145,0.5396590561332668,-3.885780586188048e-18,0.10547239335574611,0.5047691262411126,0.475876899809145,0.10423799796858663,baseline,sub-317
162,1.865,0.4285642543736424,0.5795902858509427,-1.9262369477246467e-16,0.09560306191545444,0.3725343765772938,0.4285642543736422,0.13589577951629397,baseline,sub-319
163,3.24,0.3904397309003515,0.5777085725260794,9.423017921506016e-17,0.09727794127135544,0.49015401392107805,0.3904397309003515,0.09319166625379864,baseline,sub-322
164,2.825,0.4184656973612452,0.565657821413767,-1.6653345369377347e-18,0.10115870583882006,0.5040775643591062,0.41846569736124534,0.10054798254033792,baseline,sub-327
165,2.61,0.3952789552052319,0.5559283637331294,-2.831068712794149e-16,0.10110729054932205,0.45921110384463193,0.39527895520523165,0.10877493784066748,baseline,sub-340
166,2.31,0.3908585228449092,0.5654200591605527,-5.88418203051333e-17,0.1119700313457022,0.5022366418398081,0.39085852284490935,0.09811880836179013,baseline,sub-341
167,3.395,0.37278962863953785,0.5166424102963394,1.1157741397482822e-16,0.10822616300699062,0.481546462133284,0.3727896286395379,0.08407888720470515,baseline,sub-343
168,2.91,0.36540916495890235,0.5042374329422309,1.2545520178264268e-16,0.11124034221781719,0.507072036867783,0.3654091649589024,0.08422581947186762,baseline,sub-346
169,2.085,0.4291968261389442,0.4216240601791926,-2.2315482794965644e-16,0.13045280420781016,0.5764088893637913,0.42919682613894417,0.08831284711943924,baseline,sub-347
170,3.145,0.456823752060084,0.5912227106191101,1.965094753586527e-16,0.09890063542813915,0.4182691722067451,0.4568237520600837,0.13388090818219778,baseline,sub-348
171,3.175,0.3855053535909682,0.5719019994368771,-2.067790383364354e-16,0.10406376890060084,0.48407226131717906,0.3855053535909681,0.09156786072588022,baseline,sub-352
172,2.865,0.4423375610470396,0.5676340362570715,6.217248937900877e-17,0.10123330069618569,0.4772366486839875,0.44233756104703953,0.1044064857917305,baseline,sub-361
173,2.765,0.4482890048603118,0.46965270697405315,-1.6542323066914832e-16,0.12702137337324915,0.5483952802236316,0.4482890048603118,0.09402792745309585,baseline,sub-365
174,2.865,0.2929635962798387,0.5721144593064067,-3.920475055707584e-17,0.10336635994299957,0.46680968968151093,0.2929635962798387,0.06987300366558294,baseline,sub-368
