"","Estimate/EDF","t/F","FDR-corrected p-value"
"sexM",0.0245627013283729,3.62892107078932,0.00575046411072676
"meanfwd",0.0394200546061631,3.30765770947895,0.00928837942300037
"ti(Factor1)",0.99999905402404,0.88102602269137,0.4454588902305
"ti(scan_age,Factor1)",1.0000003213902,2.26626608937063,0.256300944065153
"ti(Factor2)",1.72873727726299,4.58418858243162,0.155458421615914
"ti(scan_age,Factor2)",0.99999980186534,4.24929779220554,0.130719789682904
"ti(scan_age)",1.00000073853912,3.3788658862224,0.169312416234507
