"","Estimate/EDF","t/F","FDR-corrected p-value"
"sexM",0.0195704534157324,3.25788723898838,0.00946922667416457
"meanfwd",0.0143428413258588,1.3786317068328,0.294995601080956
"ti(Factor1)",1.00000140756572,0.653426555490568,0.510330178273794
"ti(scan_age,Factor1)",0.999994437105921,1.52019270418368,0.330033748033148
"ti(Factor2)",0.999999950932638,1.69179703271574,0.319276764311305
"ti(scan_age,Factor2)",0.999996722002771,9.34741499648625,0.0160597098631849
"ti(scan_age)",0.999999991711453,1.90005085926393,0.294995601080956
