"","Estimate/EDF","t/F","FDR-corrected p-value"
"sexM",0.036466487325815,4.3730634775998,0.000804449602910867
"meanfwd",0.0155210580683123,1.07780684334693,0.413208209399046
"ti(Factor1)",1.00001806421321,1.11578015738464,0.413208209399046
"ti(scan_age,Factor1)",1.00008858256859,0.273021045264349,0.612528945668629
"ti(Factor2)",1.0000185676444,3.08258370100662,0.178366313405912
"ti(scan_age,Factor2)",1.00131980722307,4.26664371337381,0.130719789682904
"ti(scan_age)",1.00001649847488,3.49682237418013,0.165213364905876
