"","Estimate/EDF","t/F","FDR-corrected p-value"
"sexM",0.0148985629856493,1.76500461383272,0.173872205883447
"meanfwd",0.027684391982575,1.88547555452546,0.15345242882586
"ti(Factor1)",0.999999183594698,2.23724228328619,0.261133698132965
"ti(scan_age,Factor1)",0.999990590438352,3.54248721529591,0.15345242882586
"ti(Factor2)",1.93447764231551,3.50196610462237,0.15345242882586
"ti(scan_age,Factor2)",1.00000181097574,7.17528024465818,0.0386268244352718
"ti(scan_age)",1.00000004622443,3.92563525709856,0.150333839979637
