"","Estimate/EDF","t/F","FDR-corrected p-value"
"sexM",0.00643836839132388,0.688860860527523,0.550108280941992
"meanfwd",-0.0203726552920887,-1.23064213245943,0.322622873650109
"ti(Factor1)",1.00000003545707,1.63567581755138,0.309320902214165
"ti(scan_age,Factor1)",1.00000674539592,0.556399779313929,0.543318175781642
"ti(Factor2)",1.00000000471189,4.37967523308769,0.144150617354
"ti(scan_age,Factor2)",1.00000287036429,8.19884107053728,0.0242649098893259
"ti(scan_age)",1.00000023306515,0.200002202910535,0.691781905094793
