"","Estimate/EDF","t/F","FDR-corrected p-value"
"sexM",0.0149797589489836,1.77406886720616,0.178366313405912
"meanfwd",0.0275609823739529,1.8720975909562,0.165213364905876
"ti(Factor1)",1.00000102403372,1.84669882702923,0.296395820486294
"ti(scan_age,Factor1)",1.0000086282847,2.87680618267474,0.194633177023327
"ti(Factor2)",1.95572923278653,3.55660551582674,0.155458421615914
"ti(scan_age,Factor2)",0.999997715373653,8.00226182291748,0.0268064844860082
"ti(scan_age)",1.00000004081832,5.39085952303285,0.0825155334289923
