"","estimate/edf","t/F","FDR-corrected p"
"sexM",0.000422223863714067,0.22177163405648,0.943721510708434
"meanfwd",0.000608688345793854,0.0538139800841941,0.957098236972328
"dataset.L",-0.00384752588461058,-2.72653679251811,0.0104885425165687
"s(scan_age)",1.00000000032216,0.282006332035191,0.627076055324039
"s(scan_age):datasetnki",1.0000000001864,0.0650584128213254,0.909
