"","estimate/edf","t/F","FDR-corrected p"
"sexM",0.000592235749205821,0.596062911391639,0.666190623086976
"meanfwd",-0.00325099904229338,-0.548742614859976,0.666687793300779
"dataset.L",-0.00367258641682452,-4.90259109427003,1.5587395875052e-05
"s(scan_age)",1.32518285222867,2.67075649694065,0.27716310367999
"s(scan_age):datasetnki",1.0000000002114,3.39939777293286,0.158531817319089
