"","estimate/edf","t/F","FDR-corrected p"
"sexM",0.00157560902159398,1.30077913025584,0.298075489528757
"meanfwd",0.00778685306212124,1.07698963229763,0.4026351644639
"dataset.L",0.000754810920992688,0.844437058228493,0.549937840000808
"s(scan_age)",1.00000000105088,1.62326513375199,0.30081026749186
"s(scan_age):datasetnki",1.00000000025993,2.18867256546108,0.27716310367999
