"","estimate/edf","t/F","FDR-corrected p"
"sexM",-0.000126224925476757,-0.184589325354867,0.943721510708434
"meanfwd",0.00512683501936402,1.26191716517952,0.414771063661717
"dataset.L",-0.00303950133685695,-6.06580438482302,8.46486158525883e-09
"s(scan_age)",1.00000000033416,2.47318307338452,0.23248115009771
"s(scan_age):datasetnki",1.00000000019296,1.58226871240714,0.909
