"","estimate/edf","t/F","FDR-corrected p"
"sexM",-0.000746544173251268,-0.736426258949779,0.584021874671286
"meanfwd",0.0191241062978242,3.15936769190942,0.00800028595945301
"dataset.L",-0.00218596059491127,-2.90601911302901,0.0150912186852292
"s(scan_age)",1.0000000002974,4.7391440012925,0.0851637007630333
"s(scan_age):datasetnki",2.1032242692831,2.83035410725372,0.158531817319089
