,G0,G1,G2
0,0.043218574513543134,0.019165907756852806,0.0024738105304462532
1,0.06217737853554201,0.02980722476943407,0.0069420737694317666
2,0.037687111312855376,0.004766725491351708,-0.012137828615010835
3,0.04984286773794222,0.025731697590092105,0.010971923092009249
4,0.0627806842574925,0.030243348950841843,0.008711863466536015
5,0.018441283180140912,0.00532646167744907,0.012425829736951855
6,0.06982522525758539,0.03649696001801356,0.013877421636388
7,0.028705344929824704,-0.008422622174423524,-0.022229927001722546
8,0.06425567254496667,0.031180406868874733,0.00992356898217772
9,0.057955440364279444,0.03026735869419468,0.01432920021828919
10,0.05146550400149004,0.016894658732594693,-0.00028120227739645925
11,0.035283365848489186,0.016912771644331134,0.014375209244693637
12,0.06423628236246987,0.03309061348531905,0.01499120540480655
13,0.054508100076699394,0.02203216772021552,0.009049366408496124
14,-0.0029789120150152514,-0.019989950287701043,-0.039100689635152765
15,-0.0035770435741054297,-0.026762205575811295,-0.043004445221659034
16,-0.009194300879814108,-0.015680756136610224,-0.015632092097190787
17,-0.013384296838127217,-0.013902778834950943,-0.003987907760523753
18,-0.00827419337609199,-0.01648220201678105,-0.00985560619644001
19,-0.014908303266349145,-0.024102908000985048,0.02079535237949599
20,-0.019270389241975376,-0.023639926685632133,0.03673739097753468
21,-0.005676778443843819,-0.006805491293489129,0.021476162610633443
22,-0.01373830688146994,-0.03456904750992157,0.0336025217736108
23,-0.014628811471990456,-0.030941194861582998,0.03575833347664394
24,-0.0039003438776842748,-0.026667906630880804,0.017605897750614836
25,-0.01654645634087762,-0.028567432411942543,0.04073253976938645
26,-0.008235308346939188,-0.022794987181688042,0.026113256042476954
27,-0.012197358586758878,-0.012808196983464425,0.026979193089174194
28,-0.006267811162604769,-0.013974439957819162,0.027963144857438605
29,-0.007362653168433485,-0.01657909142789023,0.021812476943497
30,0.027862781805191916,-0.0019753339856435443,-0.021315790234465882
31,0.019070416146675137,-0.019973913599922285,-0.03545951587135812
32,0.01567770581103158,-0.010871767983718998,0.005489012655360085
33,-0.010455178505409399,-0.029331231270487996,0.019270208063396195
34,-0.008291870965152912,-0.029324319565662917,0.021984921445225257
35,-0.0014261717892234984,-0.027914484874545214,0.009864540593540841
36,0.011339391743958399,-0.011634209211882657,0.012126770689610445
37,0.0026184101181529642,-0.022504048950909152,0.009536585677422917
38,0.0016966376923575437,-0.00899789444379122,0.02355793383696409
39,-0.0023610091068231257,-0.01467206279782722,0.02114853211304715
40,-0.019843497148903794,-0.011653467248782818,0.032369763355082175
41,-0.017718996649690212,0.0015397646041312874,0.018717987015404926
42,-0.022574463409436224,-0.0007342396158071497,0.020034814575253062
43,-0.0019490223652012726,-0.02867354063770458,-0.037924445389074864
44,-0.009238795839258102,-0.023984045950574726,-0.004436760286349586
45,-0.003359884808710233,-0.02216236949702932,-0.01226202717419668
46,-0.013031084805827728,-0.0011127783721240445,-0.02583412808660091
47,-0.024121588148601537,0.023476785221858212,-0.013199449674479384
48,-0.012574365822136183,-0.0009689338044415151,-0.005405083725765908
49,-0.01749454420545234,0.0018052996385894008,0.0015890343961209063
50,-0.028991234724627883,0.028589707785203786,0.006645313863989715
51,-0.00923064500671837,0.0034582185539253083,0.014549410867121353
52,-0.003461242117125901,-0.009846808863102078,0.027687307310513883
53,-0.007024534610613877,-0.00298332564111932,0.01565001873470968
54,-0.03433069006697513,0.05079212710273704,-0.025689681032459093
55,-0.032096308330594285,0.04866867169882126,-0.021140297902799955
56,0.013520396421795524,-0.0035052687704327187,-0.018542241992432287
57,0.01624854213687606,-0.006550986604779144,-0.026591830634719347
58,0.0045404753941454285,-0.0031070965910573495,-0.017241765985439837
59,-0.0037222346359028907,-0.005089351281599029,-0.022089926159308427
60,0.001341052847473752,-0.024650115490287703,-0.010928272959636944
61,0.004636413542933971,-0.026609694224372607,0.004704271002769447
62,-0.00474909131941474,-0.03223876907365744,0.014916833334177721
63,0.009916701590277523,-0.020737377569033,-0.03935392253195271
64,-0.034372696087713255,0.050637610151418294,-0.023890389293095313
65,-0.032587724876027714,0.04207798973570491,-0.011750722819470058
66,-0.02843127692599443,0.036115737160253694,-0.005569427773106754
67,-0.030513594028359098,0.030140520494434116,0.0035148520591790655
68,-0.02713936306691816,0.013934877697912863,0.014927181260551528
69,-0.022915423521710897,0.0006768625741593614,0.023070204143103058
70,0.009956629503034893,-0.00533683099689469,0.021486397430964085
71,0.002348433427519646,-0.0063955111922169225,0.025379176313851483
72,-0.008614083157112063,0.006648895489148343,0.009279096582199789
73,0.0011996340822746454,-0.01330518315641757,-0.036160311909361476
74,0.005763875894872232,-0.01872784618078712,-0.040177712882860775
75,-0.001570934678821018,-0.022662915982473813,-0.04734567730059709
76,0.0028162623635041135,-0.029940097773232564,-0.05081720606630219
77,0.0038033844489457104,-0.03366912236270118,-0.05438347873720071
78,0.011926477179417075,-0.027097861789575742,-0.040899684408547424
79,0.02150534474151615,-0.00980686139266189,-0.010353390377676594
80,0.005355945191097095,-0.030045716613099897,-0.0393191364231512
81,0.011903831526775112,-0.025879248210987277,-0.026723954929020455
82,-0.03567993686599789,0.049137386200549346,-0.02675593132281001
83,-0.022139712498262493,0.03208988765496427,-0.009271499514522915
84,-0.03035348351249958,0.03833952950751931,-0.017893435016960425
85,-0.03056753526686001,0.04479167676063694,-0.01530617971542824
86,-0.02843608950876657,0.024700798855611748,-0.0027447617452862057
87,-0.020145347130609153,0.027615928251278093,-0.004391328985171965
88,-0.023446054895013568,0.0307939969139368,-0.002895999864038711
89,-0.01755368903382277,0.020878703377814344,0.002256425987065614
90,-0.022177609152018798,0.024003693042605825,0.004419746528291248
91,-0.014708031268712193,0.015586575612566472,0.0045469314297907
92,-0.026388986109223054,0.01144553193897209,0.020111384991795853
93,-0.02450756404622952,0.017698120076978806,0.013046984790609435
94,-0.013078325989311074,0.008873207618486013,0.009871636442222739
95,0.010334170620080315,-0.002455603461763171,0.02209896284235022
96,0.004460347865154131,-0.0056516938785040015,0.026961338054454297
97,-0.0003088321125647854,-0.005109174981886426,0.024889753331110438
98,0.0028987282987696017,-0.007521244969614096,0.027113698941700435
99,0.02069720033818597,0.0016669415350950094,-0.010169302025985963
100,0.02800212026761062,0.0059735789704851595,-0.014705169454520738
101,0.03215865272275252,-0.001918386816175278,-0.011705241023648357
102,0.05153686931898861,-0.014900657455128846,-0.006612019208881862
103,0.05568421616663029,-0.02580899150936307,-0.0003808708458752235
104,0.039997726921398656,-0.0011680838633110991,-0.007620376201543233
105,0.06260438171575877,-0.027025844556441938,-0.0015092201279675768
106,0.03811946873286578,-0.016997273758825322,0.001296136689574872
107,0.05651893921859309,-0.019224289412538495,-0.003535745781457282
108,0.06616800424652018,-0.03253764795626566,0.0017389971768831402
109,0.054686029243983796,-0.027043173253839075,0.0018502805493044003
110,0.04281996796306334,-0.005711798520390576,-0.0035452868205328725
111,0.0668911139595726,-0.026378113557335547,-0.0013894524504683551
112,0.05954672309307501,-0.030361037039118174,0.0037385180530229447
113,0.06110452957633563,-0.02883688751692354,0.003898299980449267
114,0.023290967273217635,-0.002213397586084275,0.009008194479554253
115,-0.005039909795102834,0.051276696133415706,-0.023576661172574006
116,-0.004385282826830906,0.05690097326351316,-0.026663955122196537
117,-0.010174946216831614,0.024587661004351096,-0.0025038824210522606
118,-0.007455699315185624,0.04040731781993674,-0.011898366993938706
119,-0.013315286945209209,0.014989335919332214,0.007502806051414652
120,-0.012113924849729374,0.019095329505086803,0.006189480714542931
121,-0.01730547493117469,0.00867425211627293,0.031847840521538814
122,-0.005774321302513129,-0.004525030412873657,0.018516721197653113
123,-0.016488332933815675,0.013324558471967667,0.0500931856906701
124,-0.0198919599683406,0.006912611674230127,0.05058126075352271
125,-0.007186051517327757,-0.005911700349834271,0.020271944386578797
126,-0.0183687997731989,0.009775748510360562,0.054054393940899045
127,-0.006306249134637034,0.007236985810069999,0.024420052038059185
128,-0.019097470154069617,0.006319734212763772,0.05222166482900271
129,-0.014244718018573865,0.010291222594721827,0.04804717064501476
130,-0.017288375535894716,-0.006437840223703108,0.026927399945250258
131,-0.006557405366414826,-0.002911803035368113,0.027466104991492643
132,-0.00842763841252604,-0.003998550876501786,0.030261676263708213
133,-0.008946215511513884,0.0014623190480219119,0.02956983402103054
134,0.030409962480584536,0.010185677755565527,-0.012772299949605187
135,0.020526733242067642,0.023544702846742722,-0.01155454256729025
136,-0.011395351253630793,0.016536853846138466,0.022479102294419087
137,-0.00665688633210169,0.01699376066091074,0.029141139042338234
